"","avg.max.flow","avg.date.max.flow","avg.monthly.fall.rate","avg.monthly.rise.rate","avg.reversals","avg.inflows","avg.days.over.10k","avg.days.over.15k","avg.days.over.20k","avg.days.over.30k"
"1",16300,103.2,455.666666666667,234.333333333333,11.2666666666667,9593.1541218638,10,4.86666666666667,2,0.8
