"","avg.max.flow","avg.date.max.flow","avg.monthly.fall.rate","avg.monthly.rise.rate","avg.reversals","avg.inflows","avg.days.over.10k","avg.days.over.15k","avg.days.over.20k","avg.days.over.30k"
"1",10938.3333333333,107.75,139.583333333333,61.6666666666667,10.4166666666667,6800.48879928315,5.58333333333333,1.58333333333333,1.16666666666667,0
